Row,Row.Numbers,Genotype,Pedigree,Treatment,date,Canopy_Coverage
1071,1071 and 1072,W22,NSL 30053,Nitrogen,Aug12,50.83871785
1071,1071 and 1072,W22,NSL 30053,Nitrogen,Sept5,35.51315625
1071,1071 and 1072,W22,NSL 30053,Nitrogen,Aug22,53.01110168
1071,1071 and 1072,W22,NSL 30053,Nitrogen,Aug16,49.08820105
1071,1071 and 1072,W22,NSL 30053,Nitrogen,July6,37.38481221
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Sept3,63.12633237
1077,1077 and 1078,W64A,PI 587152,Nitrogen,July6,41.50503141
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug26,75.95240495
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Sept1,79.57833526
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug22,77.90314418
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug30,77.43360635
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug12,82.92666627
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Sept5,64.44610716
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug16,73.44951878
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug20,79.79544956
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug23,82.16374852
1077,1077 and 1078,W64A,PI 587152,Nitrogen,Aug14,78.44126307
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug30,87.3192881
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug23,88.77050557
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,July6,44.71253174
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug12,92.06902495
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Sept3,69.07047746
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug20,85.38002374
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug14,87.26368159
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug22,88.98518685
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug26,90.06756773
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Aug16,86.35607692
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Sept5,76.36640756
1081,1081 and 1082,NC370,Ames 27181,Nitrogen,Sept1,86.35290581
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug23,83.57277253
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug30,78.80542537
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Sept1,80.13832635
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug14,79.35587369
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Sept3,64.74498923
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug26,84.15779396
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Sept5,63.3320863
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug16,77.68647296
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug22,82.01623077
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug20,81.97189353
1083,1083 and 1084,SA24,PI 686065,Nitrogen,July6,41.87431976
1083,1083 and 1084,SA24,PI 686065,Nitrogen,Aug12,87.18233715
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug22,56.86584564
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,July6,50.09719119
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug23,69.50957425
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Sept5,27.08539441
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug30,47.5467566
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug20,54.74243326
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Sept3,31.06300014
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug26,66.45237799
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug12,64.41015396
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug16,55.84426282
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Aug14,54.52979998
1101,1101 and 1102,CM174,Ames 19316,Nitrogen,Sept1,42.17191545
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug26,70.91705083
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug22,55.87402146
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug12,58.41373464
1103,1103 and 1104,B75,PI 608774,Nitrogen,Sept1,70.2043799
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug20,56.2220508
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug14,48.92151487
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug16,52.23936754
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug23,73.08849525
1103,1103 and 1104,B75,PI 608774,Nitrogen,Aug30,70.25331056
1103,1103 and 1104,B75,PI 608774,Nitrogen,Sept3,52.85755605
1103,1103 and 1104,B75,PI 608774,Nitrogen,July6,27.10431346
1103,1103 and 1104,B75,PI 608774,Nitrogen,Sept5,60.90534979
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug14,34.57569296
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug16,34.75745101
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Sept1,31.91301351
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug23,57.67946554
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug26,49.2831915
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug12,43.39560258
1105,1105 and 1106,A188,Ames 22443,Nitrogen,July6,38.80620954
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug20,38.50279101
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug22,47.89863703
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Aug30,38.67548509
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Sept3,24.58451617
1105,1105 and 1106,A188,Ames 22443,Nitrogen,Sept5,28.43468983
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug22,65.48582767
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug26,75.71710145
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug20,63.36566023
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug12,72.48041702
1107,1107 and 1108,B103,PI 594046,Nitrogen,Sept5,59.51531779
1107,1107 and 1108,B103,PI 594046,Nitrogen,July6,44.72360658
1107,1107 and 1108,B103,PI 594046,Nitrogen,Sept1,66.34818955
1107,1107 and 1108,B103,PI 594046,Nitrogen,Sept3,52.11925141
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug30,71.15442454
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug23,77.49205111
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug14,61.93928318
1107,1107 and 1108,B103,PI 594046,Nitrogen,Aug16,60.72307182
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug20,14.45943292
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug26,22.96107415
1111,1111 and 1112,A619,PI 587139,Nitrogen,Sept3,19.64048892
1111,1111 and 1112,A619,PI 587139,Nitrogen,July6,32.06507418
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug30,20.29141664
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug16,11.87865538
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug12,15.1623444
1111,1111 and 1112,A619,PI 587139,Nitrogen,Sept5,15.12214047
1111,1111 and 1112,A619,PI 587139,Nitrogen,Sept1,17.01248254
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug22,16.22875157
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug23,24.74075381
1111,1111 and 1112,A619,PI 587139,Nitrogen,Aug14,14.65570109
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug26,32.6425004
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug22,23.77633471
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug23,38.11822708
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug14,13.0725962
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug16,13.79865395
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Sept5,37.27175735
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug12,20.2737924
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Sept3,30.59614993
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug30,33.24368914
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Aug20,19.03406422
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,July6,40.12755151
1113,1113 and 1114,C49A,Ames 27067,Nitrogen,Sept1,27.07470089
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug26,17.36699142
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Sept3,16.11393802
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug16,1.228051037
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug23,9.189683098
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug20,1.54394874
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,July6,5.757002921
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Sept5,10.49258012
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug14,0.6835211697
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug12,1.623268133
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug22,12.09476592
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Sept1,6.547568146
1115,1115 and 1116,MEF156-55-2,Ames 27135,Nitrogen,Aug30,12.11685866
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug23,40.41194739
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug16,25.39723533
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Sept5,14.78737997
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Sept1,22.12755151
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug26,35.73871
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug22,28.52999015
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug12,35.35769936
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug20,27.28354402
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,July6,35.14693246
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug14,24.91745355
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Aug30,36.41510811
1117,1117 and 1118,CM37,Ames 20190,Nitrogen,Sept3,20.44114024
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug14,13.36541781
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug30,27.1379557
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug23,32.24814763
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Sept5,8.6333846
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Sept1,11.36074465
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Sept3,11.26396641
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug16,13.3898973
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug12,24.53579456
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug22,18.13031447
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,July6,23.32206756
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug26,28.13189183
1119,1119 and 1120,Ia5125,PI 587135,Nitrogen,Aug20,17.01787895
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug26,45.73793659
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug22,40.37069397
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug14,35.89359326
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Sept1,9.46724402
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Sept5,3.762175943
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug23,55.67608957
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug20,39.23035977
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug12,45.34950387
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,July6,46.41461878
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug30,42.7745901
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Aug16,31.30283391
1121,1121 and 1122,CMV3,Ames 27104,Nitrogen,Sept3,9.89255375
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug26,55.94528022
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug22,45.50833822
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Sept3,34.63839998
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Sept1,38.59274059
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug12,49.12294278
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug23,58.63418605
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug16,45.18831526
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug30,46.01433723
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Sept5,36.83861939
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug14,54.11392019
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,July6,32.15672796
1123,1123 and 1124,IDS91,PI 686063,Nitrogen,Aug20,44.8812577
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug30,7.256215964
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug23,33.78213358
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug20,22.36135346
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Sept1,4.05494702
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug12,39.22856952
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,July6,43.49086326
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug16,23.90068727
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug14,40.24530409
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Sept3,9.205669048
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug26,25.66472065
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Aug22,24.19633033
1125,1125 and 1126,CO255,Ames 27107,Nitrogen,Sept5,5.564561943
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug22,29.62454708
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Sept3,17.74652112
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug16,30.19144327
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,July6,31.88596742
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug23,43.40932575
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug30,25.98688917
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug20,26.59497249
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Sept5,12.58594172
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug12,37.50400101
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug26,37.96612473
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Sept1,19.37061252
1127,1127 and 1128,CM7,Ames 27070,Nitrogen,Aug14,36.81795106
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Sept5,1.545218994
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug26,9.781500552
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug16,4.820256163
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug23,8.870304321
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug20,2.828864782
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Sept1,0.7128808315
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug12,11.60452053
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Sept3,15.21408906
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,July6,22.21152928
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug30,1.3180909
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug22,9.239903613
1129,1129 and 1130,NC316,Ames 27154,Nitrogen,Aug14,5.34998477
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug12,25.7746137
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Sept1,19.43695112
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug14,17.85521373
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug26,37.18967008
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Sept3,28.51171411
1133,1133 and 1134,W153R,PI 587154,Nitrogen,July6,22.07404861
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug23,39.37723985
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug22,31.22219229
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Sept5,15.99728423
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug30,21.07485436
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug16,24.92525052
1133,1133 and 1134,W153R,PI 587154,Nitrogen,Aug20,19.45420957
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Sept1,32.52845952
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug22,47.25076609
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Sept5,28.76224522
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug12,43.20601612
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug20,32.5219822
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug26,56.734625
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug16,41.7864625
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug14,31.39811148
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Sept3,32.72343571
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,July6,37.05409482
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug30,37.23446192
1135,1135 and 1136,NC332,Ames 27162,Nitrogen,Aug23,58.04581178
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Sept3,52.55482116
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug14,57.93400345
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug20,55.70626261
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug12,64.55753193
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug30,61.09763041
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug26,66.08278277
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Sept1,62.3873086
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,July6,39.08498978
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug22,59.82444787
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug16,61.83000977
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Sept5,50.05002009
1137,1137 and 1138,Oh43,Ames 19288,Nitrogen,Aug23,72.11299519
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Sept3,16.29969255
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug30,34.65580424
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug12,50.85313908
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug14,44.06051376
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug22,47.7208691
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug23,54.54175408
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Sept5,7.889595544
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Sept1,26.68055631
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug16,46.56063335
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug20,37.40261367
1141,1141 and 1142,R168,Ames 19326,Nitrogen,Aug26,53.78090995
1141,1141 and 1142,R168,Ames 19326,Nitrogen,July6,48.11785148
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Sept3,57.207683
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug30,70.30353467
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Sept1,65.9623373
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Sept5,52.71286251
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug20,59.33585155
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug16,62.6437383
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug14,57.44014621
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug26,71.30047365
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug12,70.49345241
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug23,74.84507852
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,Aug22,60.96206191
1143,1143 and 1144,CML220,Ames 27087,Nitrogen,July6,26.17517328
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug20,42.47566943
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug30,60.4993211
1145,1145 and 1146,B79,PI 608766,Nitrogen,Sept5,36.08790234
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug26,62.66080439
1145,1145 and 1146,B79,PI 608766,Nitrogen,Sept3,42.16092299
1145,1145 and 1146,B79,PI 608766,Nitrogen,July6,34.73678181
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug12,68.62431983
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug14,44.17504315
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug22,52.97207331
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug16,55.79105322
1145,1145 and 1146,B79,PI 608766,Nitrogen,Aug23,65.73509779
1145,1145 and 1146,B79,PI 608766,Nitrogen,Sept1,55.17272654
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug12,53.40147659
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug26,42.39587703
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug20,35.92612729
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Sept5,25.36420446
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug22,35.75754066
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Sept3,28.91750313
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug30,51.32290891
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug16,39.84509102
1147,1147 and 1148,HP301,PI 587131,Nitrogen,July6,23.20635466
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug23,50.85210372
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Aug14,33.73296781
1147,1147 and 1148,HP301,PI 587131,Nitrogen,Sept1,46.16855706
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug30,39.26649439
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug26,40.93882344
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Sept1,24.87853039
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug23,38.31976021
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Sept5,8.579346275
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,July6,23.93041951
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug22,31.86074678
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug20,26.84176518
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug16,34.89147689
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Sept3,16.3886062
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug14,25.32927201
1149,1149 and 1150,Il677a,Ames 27120,Nitrogen,Aug12,50.29915266
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug14,57.702914
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug22,58.47456987
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug26,72.28199858
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug16,60.60552089
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Sept1,54.69514044
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,July6,38.93490672
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Sept3,46.47184223
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Sept5,39.31385182
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug23,72.89806352
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug20,55.17168744
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug30,63.28004322
1151,1151 and 1152,CML154Q,Ames 27083,Nitrogen,Aug12,73.30172387
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug22,61.15896633
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug26,76.93041438
1153,1153 and 1154,B104,PI 594047,Nitrogen,July6,42.25888373
1153,1153 and 1154,B104,PI 594047,Nitrogen,Sept1,61.63866711
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug30,68.75096725
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug12,73.3622227
1153,1153 and 1154,B104,PI 594047,Nitrogen,Sept3,48.55413556
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug16,62.88173441
1153,1153 and 1154,B104,PI 594047,Nitrogen,Sept5,39.34655194
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug14,48.79926896
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug23,74.19948934
1153,1153 and 1154,B104,PI 594047,Nitrogen,Aug20,44.42211513
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Sept5,43.87718058
1155,1155 and 1156,H95,Ames 19319,Nitrogen,July6,33.3841248
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Sept1,74.40703396
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Sept3,48.48043364
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug12,75.86096524
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug26,74.23590816
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug22,57.66680851
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug16,62.24277385
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug23,69.76576043
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug14,56.49710631
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug30,77.11036164
1155,1155 and 1156,H95,Ames 19319,Nitrogen,Aug20,58.18329837
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Sept5,56.75049535
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Sept1,76.28161773
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,July6,30.22283325
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug26,78.38699925
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug22,65.77866634
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug16,67.83623908
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug20,61.31360889
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug23,75.51998679
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug14,64.69814194
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug30,77.96271152
1157,1157 and 1158,NC230,Ames 12731,Nitrogen,Aug12,78.48140892
