V1,V2,da
Mt,6667,2
Mt,6670,4
Mt,6672,4
Mt,6673,1
Mt,6677,2
Mt,6679,1
Mt,6681,2
Mt,6682,3
Mt,6683,2
Mt,6684,4
Mt,6685,4
Mt,6687,2
Mt,6688,2
Mt,6689,4
Mt,6694,2
Mt,6695,2
Mt,6696,2
Mt,6697,2
Mt,6698,4
Mt,6699,4
Mt,6700,2
Mt,6702,1
Mt,6703,2
Mt,6705,2
Mt,6707,2
Mt,6710,2
Mt,6712,2
Mt,6713,1
Mt,6714,2
Mt,6715,1
Mt,6718,2
Mt,6720,1
Mt,6721,1
Mt,6725,1
Mt,6726,4
Mt,6728,4
Mt,6729,4
Mt,6730,4
Mt,6731,2
Mt,6732,1
Mt,6733,2
Mt,6734,2
Mt,6735,4
Mt,6736,2
Mt,6737,2
Mt,6738,4
Mt,6740,2
Mt,6741,1
Mt,6742,2
Mt,6745,1
Mt,6746,1
Mt,6747,2
Mt,6748,2
Mt,6749,2
Mt,6750,2
Mt,6752,9
Mt,6754,4
Mt,6755,1
Mt,6757,2
Mt,6758,2
Mt,6759,4
Mt,6760,2
Mt,6761,1
Mt,6763,2
Mt,6764,2
Mt,6765,6
Mt,6766,2
Mt,6767,2
Mt,6768,5
Mt,6769,4
Mt,6770,2
Mt,6771,4
Mt,6772,4
Mt,6774,4
Mt,6775,1
Mt,6776,2
Mt,6777,4
Mt,6779,2
Mt,6780,2
Mt,6781,1
Mt,6783,1
Mt,6784,4
Mt,6785,2
Mt,6786,4
Mt,6787,2
Mt,6788,2
Mt,6790,2
Mt,6792,2
Mt,6793,2
Mt,6794,4
Mt,6795,1
Mt,6796,4
Mt,6799,5
Mt,6800,1
Mt,6801,1
Mt,6802,4
Mt,6803,2
Mt,6806,2
Mt,6808,3
Mt,6809,2
Mt,6810,4
Mt,6811,4
Mt,6813,4
Mt,6814,2
Mt,6815,4
Mt,6816,2
Mt,6817,2
Mt,6819,2
Mt,6820,2
Mt,6821,2
Mt,6822,2
Mt,6824,3
Mt,6826,2
Mt,6828,2
Mt,6830,6
Mt,6831,5
Mt,6833,5
Mt,6834,2
Mt,6835,2
Mt,6837,4
Mt,6838,2
Mt,6839,4
Mt,6840,2
Mt,6841,3
Mt,6842,4
Mt,6843,2
Mt,6847,2
Mt,6848,2
Mt,6849,1
Mt,6850,2
Mt,6852,1
Mt,6853,4
Mt,6854,3
Mt,6855,2
Mt,6856,1
Mt,6857,1
Mt,6859,2
Mt,6860,5
Mt,6861,2
Mt,6863,2
Mt,6864,3
Mt,6866,6
Mt,6867,2
Mt,6869,4
Mt,6870,1
Mt,6872,2
Mt,6874,2
Mt,6875,1
Mt,6877,2
Mt,6879,4
Mt,6880,2
Mt,6881,1
Mt,6882,4
Mt,6883,2
Mt,6884,4
Mt,6885,4
Mt,6886,2
Mt,6887,2
Mt,6888,3
Mt,6890,3
Mt,6891,2
Mt,6892,4
Mt,6896,2
Mt,6899,2
Mt,6902,2
Mt,6903,6
Mt,6906,2
Mt,6907,2
Mt,6908,2
Mt,6911,2
Mt,6912,4
Mt,6913,2
Mt,6915,4
Mt,6916,1
Mt,6918,2
Mt,6919,2
Mt,6921,4
Mt,6922,4
Mt,6923,4
Mt,6925,2
Mt,6926,8
Mt,6928,4
Mt,6929,2
Mt,6930,4
Mt,6932,2
Mt,6933,1
Mt,6934,2
Mt,6935,2
Mt,6937,2
Mt,6939,2
Mt,6940,4
Mt,6941,4
Mt,6943,2
Mt,6944,2
Mt,6945,4
Mt,6946,4
Mt,6947,4
Mt,6949,6
Mt,6950,1
Mt,6951,2
Mt,6952,2
Mt,6953,2
Mt,6954,2
Mt,6955,3
Mt,6961,1
Mt,6962,3
Mt,6963,3
Mt,6964,2
Mt,6965,1
Mt,6969,2
Mt,6970,2
Mt,6971,2
Mt,6973,4
Mt,6974,4
Mt,6975,2
Mt,6977,4
Mt,6978,1
Mt,6979,2
Mt,6981,5
Mt,6982,4
Mt,6983,2
Mt,6984,2
Mt,6985,4
Mt,6986,5
Mt,6987,4
Mt,6988,2
Mt,6989,2
Mt,6991,2
Mt,6992,2
Mt,6993,1
Mt,6995,1
Mt,6996,2
Mt,6998,4
Mt,7000,1
Mt,7001,2
Mt,7003,4
Mt,7004,4
Mt,7005,2
Mt,7007,4
Mt,7008,4
Mt,7011,4
Mt,7014,2
Mt,7015,2
Mt,7016,4
Mt,7017,4
Mt,7018,4
Mt,7019,4
Mt,7021,1
Mt,7022,1
Mt,7025,2
Mt,7026,2
Mt,7027,2
Mt,7028,2
Mt,7030,2
Mt,7031,1
Mt,7032,2
Mt,7034,2
Mt,7035,4
Mt,7036,6
Mt,7037,2
Mt,7038,3
Mt,7040,4
Mt,7041,2
Mt,7044,4
Mt,7045,2
Mt,7046,1
Mt,7048,2
Mt,7051,2
Mt,7052,3
Mt,7054,2
Mt,7055,4
Mt,7056,2
Mt,7058,4
Mt,7059,2
Mt,7060,2
Mt,7061,2
Mt,7062,1
Mt,7064,4
Mt,7065,6
Mt,7066,2
Mt,7067,2
Mt,7069,2
Mt,7070,2
Mt,7072,2
Mt,7073,2
Mt,7074,1
Mt,7075,2
Mt,7076,1
Mt,7077,2
Mt,7079,6
Mt,7080,2
Mt,7082,1
Mt,7083,2
Mt,7084,4
Mt,7085,2
Mt,7087,2
Mt,7088,2
Mt,7089,1
Mt,7090,2
Mt,7091,2
Mt,7093,2
Mt,7094,4
Mt,7095,1
Mt,7096,2
Mt,7098,1
Mt,7101,4
Mt,7103,1
Mt,7104,8
Mt,7106,2
Mt,7108,2
Mt,7109,2
Mt,7110,1
Mt,7111,4
Mt,7112,4
Mt,7113,1
Mt,7114,4
Mt,7115,2
Mt,7116,6
Mt,7117,1
Mt,7118,3
Mt,7119,2
Mt,7120,4
Mt,7122,4
Mt,7123,2
Mt,7126,4
Mt,7128,1
Mt,7130,1
Mt,7131,1
Mt,7132,2
Mt,7133,4
Mt,7134,3
Mt,7135,2
Mt,7137,4
Mt,7139,2
Mt,7140,2
Mt,7141,4
Mt,7146,4
Mt,7150,4
Mt,7151,2
Mt,7153,2
Mt,7157,2
Mt,7159,2
Mt,7160,4
Mt,7161,4
Mt,7162,2
Mt,7163,4
Mt,7167,1
Mt,7168,4
Mt,7169,1
Mt,7173,2
Mt,7174,1
Mt,7175,3
Mt,7176,4
Mt,7177,4
Mt,7178,4
Mt,7182,1
Mt,7183,6
Mt,7185,2
Mt,7186,4
Mt,7187,2
Mt,7190,8
Mt,7191,6
Mt,7192,2
Mt,7193,1
Mt,7194,1
Mt,7195,4
Mt,7197,4
Mt,7198,4
Mt,7199,6
Mt,7202,2
Mt,7203,2
Mt,7205,2
Mt,7206,4
Mt,7207,2
Mt,7208,2
Mt,7209,4
Mt,7210,4
Mt,7212,2
Mt,7213,4
Mt,7214,2
Mt,7216,4
Mt,7217,5
Mt,7218,4
Mt,7219,6
Mt,7220,4
Mt,7223,2
Mt,7225,2
Mt,7226,4
Mt,7227,2
Mt,7228,4
Mt,7230,4
Mt,7231,2
Mt,7232,2
Mt,7234,4
Mt,7237,4
Mt,7240,2
Mt,7241,4
Mt,7242,2
Mt,7244,1
Mt,7246,2
Mt,7249,2
Mt,7250,4
Mt,7251,2
Mt,7252,1
Mt,7253,2
Mt,7255,1
Mt,7256,2
Mt,7257,2
Mt,7258,2
Mt,7259,1
Mt,7260,2
Mt,7261,2
Mt,7262,4
Mt,7263,4
Mt,7266,1
Mt,7267,2
Mt,7269,2
Mt,7271,8
Mt,7273,2
Mt,7274,4
Mt,7277,2
Mt,7278,2
Mt,7280,2
Mt,7282,4
Mt,7283,6
Mt,7285,1
Mt,7286,1
Mt,7287,4
Mt,7288,4
Mt,7289,4
Mt,7290,4
Mt,7291,2
Mt,7292,1
Mt,7294,2
Mt,7295,2
Mt,7299,2
Mt,7300,4
Mt,7303,8
Mt,7305,3
Mt,7306,4
Mt,7308,4
Mt,7310,3
Mt,7313,6
Mt,7318,2
Mt,7319,4
Mt,7320,2
Mt,7321,2
Mt,7322,5
Mt,7323,1
Mt,7324,4
Mt,7325,4
Mt,7326,3
Mt,7327,2
Mt,7329,1
Mt,7331,1
Mt,7332,2
Mt,7334,4
Mt,7335,1
Mt,7337,2
Mt,7340,1
Mt,7341,2
Mt,7342,4
Mt,7343,4
Mt,7344,6
Mt,7345,3
Mt,7346,1
Mt,7347,4
Mt,7349,2
Mt,7350,1
Mt,7352,4
Mt,7353,2
Mt,7354,2
Mt,7355,2
Mt,7357,4
Mt,7358,4
Mt,7359,1
Mt,7361,2
Mt,7362,4
Mt,7363,4
Mt,7365,6
Mt,7366,4
Mt,7367,4
Mt,7370,4
Mt,7371,4
Mt,7372,2
Mt,7373,2
Mt,7374,4
Mt,7379,2
Mt,7381,2
Mt,7382,2
Mt,7384,2
Mt,7386,4
Mt,7387,2
Mt,7389,1
Mt,7391,2
Mt,7392,1
Mt,7393,2
Mt,7395,2
Mt,7396,2
Mt,7397,4
Mt,7398,4
Mt,7400,1
Mt,7403,5
Mt,7404,4
Mt,7405,4
Mt,7407,1
Mt,7408,2
Mt,7409,2
Mt,7412,2
Mt,7414,2
Mt,7415,1
Mt,7416,2
Mt,7417,2
Mt,7418,4
Mt,7420,1
Mt,7421,4
Mt,7423,4
Mt,7424,4
Mt,7425,2
Mt,7427,1
Mt,7428,5
Mt,7430,2
Mt,7431,2
Mt,7432,2
Mt,7433,2
Mt,7434,2
Mt,7435,2
Mt,7436,2
Mt,7437,4
Mt,7439,2
Mt,7440,2
Mt,7441,2
Mt,7443,3
Mt,7444,2
Mt,7445,3
Mt,7447,1
Mt,7448,4
Mt,7450,3
Mt,7451,1
Mt,7452,4
Mt,7453,5
Mt,7454,1
Mt,7456,4
Mt,7457,2
Mt,7458,4
Mt,7459,10
Mt,7460,1
Mt,7461,8
Mt,7462,1
Mt,7463,4
Mt,7464,4
Mt,7465,2
Mt,7467,2
Mt,7469,2
Mt,7471,2
Mt,7472,2
Mt,7474,4
Mt,7476,2
Mt,7478,2
Mt,7479,7
Mt,7480,4
Mt,7485,2
Mt,7486,4
Mt,7487,1
Mt,7488,1
Mt,7490,4
Mt,7491,8
Mt,7495,6
Mt,7496,2
Mt,7497,4
Mt,7498,2
Mt,7500,3
Mt,7501,2
Mt,7502,4
Mt,7504,6
Mt,7505,4
Mt,7507,2
Mt,7509,2
Mt,7511,6
Mt,7513,2
Mt,7514,2
Mt,7518,2
Mt,7519,4
Mt,7521,2
Mt,7523,8
Mt,7524,4
Mt,7525,2
Mt,7527,4
Mt,7528,4
Mt,7529,1
Mt,7530,5
Mt,7531,5
Mt,7532,2
Mt,7534,4
Mt,7535,2
Mt,7536,4
Mt,7537,4
Mt,7538,2
Mt,7539,4
Mt,7540,1
Mt,7541,2
Mt,7542,5
Mt,7543,1
Mt,7545,6
Mt,7546,4
Mt,7547,4
Mt,7548,2
Mt,7549,2
Mt,7551,2
Mt,7553,6
Mt,7554,2
Mt,7555,4
Mt,7557,2
Mt,7558,4
Mt,7559,2
Mt,7561,3
Mt,7563,4
Mt,7565,1
Mt,7567,5
Mt,7568,2
Mt,7569,6
Mt,7570,1
Mt,7572,2
Mt,7573,4
Mt,7574,2
Mt,7575,2
Mt,7578,4
Mt,7579,6
Mt,7580,4
Mt,7581,6
Mt,7582,2
Mt,7583,4
Mt,7584,3
Mt,7585,2
Mt,7586,4
Mt,7587,2
Mt,7589,5
Mt,7591,4
Mt,7592,4
Mt,7593,2
Mt,7595,4
Mt,7596,4
Mt,7597,2
Mt,7598,2
Mt,7599,2
Mt,7600,4
Mt,7601,2
Mt,7602,1
Mt,7603,2
Mt,7604,2
Mt,7605,4
Mt,7606,4
Mt,7607,2
Mt,7608,3
Mt,7610,3
Mt,7612,4
Mt,7613,2
Mt,7615,2
Mt,7617,2
Mt,7618,2
Mt,7620,4
Mt,7621,2
Mt,7622,2
Mt,7624,2
Mt,7625,2
Mt,7626,4
Mt,7629,4
Mt,7630,5
Mt,7631,4
Mt,7632,2
Mt,7633,2
Mt,7634,4
Mt,7637,4
Mt,7638,1
Mt,7639,4
Mt,7642,4
Mt,7643,1
Mt,7644,2
Mt,7645,2
Mt,7646,2
Mt,7647,4
Mt,7648,1
Mt,7649,4
Mt,7650,3
Mt,7651,4
Mt,7652,2
Mt,7653,1
Mt,7657,4
Mt,7659,2
Mt,7660,1
Mt,7661,4
Mt,7662,2
Mt,7663,1
Mt,7665,4
Mt,7666,5
Mt,7667,4
Mt,7668,2
Mt,7669,1
Mt,7670,5
Mt,7671,2
Mt,7672,2
Mt,7673,4
Mt,7675,1
Mt,7676,4
Mt,7677,6
Mt,7678,4
Mt,7680,4
Mt,7683,2
Mt,7684,2
Mt,7685,2
Mt,7687,4
Mt,7688,1
Mt,7689,2
Mt,7690,2
Mt,7692,1
Mt,7693,4
Mt,7694,2
Mt,7696,6
Mt,7697,2
Mt,7698,3
Mt,7699,1
Mt,7701,6
Mt,7702,4
Mt,7703,4
Mt,7704,2
Mt,7705,2
Mt,7706,2
Mt,7707,6
Mt,7708,6
Mt,7709,6
Mt,7710,4
Mt,7711,2
Mt,7712,4
Mt,7714,4
Mt,7715,1
Mt,7716,4
Mt,7717,2
Mt,7718,2
Mt,7719,4
Mt,7721,2
Mt,7722,1
Mt,7724,6
Mt,7725,5
Mt,7726,2
Mt,7728,4
Mt,7729,3
Mt,7730,2
Mt,7731,2
Mt,7732,4
Mt,7733,1
Mt,7734,2
Mt,7735,2
Mt,7736,1
Mt,7738,4
Mt,7741,4
Mt,7742,2
Mt,7743,1
Mt,7744,1
Mt,7745,2
Mt,7746,1
Mt,7747,2
Mt,7748,2
Mt,7749,2
Mt,7750,2
Mt,7753,6
Mt,7754,5
Mt,7755,2
Mt,7756,2
Mt,7758,4
Mt,7761,4
Mt,7762,4
Mt,7765,2
Mt,7766,1
Mt,7767,4
Mt,7770,8
Mt,7771,1
Mt,7772,2
Mt,7773,4
Mt,7775,4
Mt,7776,1
Mt,7778,4
Mt,7779,2
Mt,7780,1
Mt,7781,2
Mt,7782,2
Mt,7783,2
Mt,7785,4
Mt,7786,2
Mt,7789,2
Mt,7790,2
Mt,7791,4
Mt,7792,2
Mt,7793,4
Mt,7794,1
Mt,7795,2
Mt,7797,4
Mt,7798,4
Mt,7799,4
Mt,7801,6
Mt,7802,2
Mt,7804,2
Mt,7805,2
Mt,7806,2
Mt,7808,3
Mt,7809,4
Mt,7811,2
Mt,7812,4
Mt,7813,2
Mt,7814,2
Mt,7816,2
Mt,7817,1
Mt,7818,6
Mt,7819,1
Mt,7821,2
Mt,7822,2
Mt,7823,1
Mt,7825,5
Mt,7827,2
Mt,7828,5
Mt,7831,4
Mt,7832,3
Mt,7833,2
Mt,7834,4
Mt,7835,1
Mt,7836,4
Mt,7837,4
Mt,7838,6
Mt,7839,3
Mt,7840,4
Mt,7841,2
Mt,7843,4
Mt,7844,6
Mt,7845,1
Mt,7846,6
Mt,7848,4
Mt,7849,2
Mt,7850,4
Mt,7851,4
Mt,7853,2
Mt,7855,7
Mt,7857,2
Mt,7858,1
Mt,7861,2
Mt,7862,4
Mt,7863,4
Mt,7864,1
Mt,7865,2
Mt,7866,2
Mt,7867,1
Mt,7868,2
Mt,7869,1
Mt,7872,3
Mt,7873,6
Mt,7874,2
Mt,7877,4
Mt,7879,4
Mt,7881,4
Mt,7883,2
Mt,7885,4
Mt,7886,3
Mt,7889,1
Mt,7890,2
Mt,7893,2
Mt,7894,3
Mt,7895,8
Mt,7897,1
Mt,7898,4
Mt,7899,4
Mt,7900,2
Mt,7901,1
Mt,7902,2
Mt,7904,2
Mt,7905,4
Mt,7908,1
Mt,7910,2
Mt,7911,1
Mt,7915,4
Mt,7916,5
Mt,7917,2
Mt,7918,2
Mt,7919,1
Mt,7920,4
Mt,7921,4
Mt,7922,2
Mt,7924,4
Mt,7925,3
Mt,7926,3
Mt,7927,3
Mt,7928,1
Mt,7930,3
Mt,7931,2
Mt,7933,3
Mt,7935,2
Mt,7937,4
Mt,7938,1
Mt,7939,2
Mt,7940,6
Mt,7941,4
Mt,7944,2
Mt,7946,4
Mt,7947,2
Mt,7950,2
Mt,7955,2
Mt,7957,4
Mt,7958,4
Mt,7959,1
Mt,7960,1
Mt,7961,2
Mt,7962,3
Mt,7963,2
Mt,7967,6
Mt,7968,4
Mt,7969,1
Mt,7971,8
Mt,7972,2
Mt,7973,5
Mt,7975,2
Mt,7978,4
Mt,7980,2
Mt,7982,2
Mt,7984,2
Mt,7986,2
Mt,7987,2
Mt,7988,2
Mt,7989,4
Mt,7992,2
Mt,7993,2
Mt,7995,2
Mt,7996,5
Mt,7997,2
Mt,7998,2
Mt,7999,4
Mt,8000,4
Mt,8001,4
Mt,8002,2
Mt,8003,4
Mt,8004,3
Mt,8006,4
Mt,8007,2
Mt,8008,5
Mt,8009,2
Mt,8010,2
Mt,8011,6
Mt,8013,2
Mt,8014,6
Mt,8017,1
Mt,8018,4
Mt,8019,1
Mt,8020,3
Mt,8023,4
Mt,8024,2
Mt,8025,6
Mt,8026,2
Mt,8028,4
Mt,8029,2
Mt,8030,5
Mt,8031,2
Mt,8032,1
Mt,8034,2
Mt,8035,2
Mt,8036,4
Mt,8037,2
Mt,8038,2
Mt,8039,8
Mt,8041,4
Mt,8044,1
Mt,8045,2
Mt,8046,4
Mt,8047,1
Mt,8049,2
Mt,8051,4
Mt,8052,6
Mt,8054,4
Mt,8055,1
Mt,8059,4
Mt,8060,2
Mt,8061,2
Mt,8062,4
Mt,8064,1
Mt,8066,2
Mt,8067,2
Mt,8068,4
Mt,8070,1
Mt,8073,4
Mt,8074,4
Mt,8075,2
Mt,8076,7
Mt,8077,4
Mt,8078,3
Mt,8079,2
Mt,8081,4
Mt,8083,2
Mt,8085,2
Mt,8088,6
Mt,8090,6
Mt,8091,4
Mt,8092,5
Mt,8093,2
Mt,8094,3
Mt,8096,4
Mt,8097,3
Mt,8098,6
Mt,8101,8
Mt,8102,6
Mt,8104,2
Mt,8105,1
Mt,8106,4
Mt,8107,1
Mt,8108,4
Mt,8109,2
Mt,8110,4
Mt,8111,1
Mt,8112,2
Mt,8113,2
Mt,8115,4
Mt,8116,2
Mt,8117,2
Mt,8118,6
Mt,8120,4
Mt,8121,2
Mt,8123,6
Mt,8124,1
Mt,8125,6
Mt,8126,4
Mt,8128,4
Mt,8130,2
Mt,8131,3
Mt,8132,6
Mt,8133,2
Mt,8135,2
Mt,8136,1
Mt,8138,2
Mt,8141,4
Mt,8143,1
Mt,8147,1
Mt,8148,4
Mt,8149,4
Mt,8151,4
Mt,8153,4
Mt,8154,4
Mt,8155,4
Mt,8156,4
Mt,8157,1
Mt,8158,2
Mt,8160,2
Mt,8161,2
Mt,8162,4
Mt,8163,5
Mt,8164,6
Mt,8166,7
Mt,8168,6
Mt,8169,1
Mt,8170,4
Mt,8171,2
Mt,8172,4
Mt,8173,4
Mt,8174,2
Mt,8177,2
Mt,8178,3
Mt,8179,4
Mt,8180,4
Mt,8181,4
Mt,8182,4
Mt,8183,1
Mt,8184,2
Mt,8185,4
Mt,8186,2
Mt,8191,2
Mt,8192,2
Mt,8193,4
Mt,8194,1
Mt,8196,4
Mt,8197,2
Mt,8198,2
Mt,8199,2
Mt,8200,6
Mt,8201,8
Mt,8202,2
Mt,8203,2
Mt,8204,2
Mt,8205,4
Mt,8206,4
Mt,8207,2
Mt,8208,4
Mt,8209,8
Mt,8210,2
Mt,8213,4
Mt,8214,1
Mt,8217,4
Mt,8219,2
Mt,8220,4
Mt,8221,4
Mt,8222,4
Mt,8223,2
Mt,8224,2
Mt,8225,2
Mt,8227,2
Mt,8228,4
Mt,8229,4
Mt,8230,2
Mt,8232,2
Mt,8233,3
Mt,8234,2
Mt,8239,4
Mt,8240,1
Mt,8242,3
Mt,8244,4
Mt,8246,5
Mt,8247,6
Mt,8248,1
Mt,8251,1
Mt,8252,2
Mt,8253,4
Mt,8254,2
Mt,8255,1
Mt,8256,2
Mt,8257,2
Mt,8258,3
Mt,8259,4
Mt,8260,2
Mt,8261,2
Mt,8262,2
Mt,8263,2
Mt,8265,2
Mt,8266,3
Mt,8267,2
Mt,8268,2
Mt,8269,2
Mt,8270,4
Mt,8271,2
Mt,8272,4
Mt,8273,4
Mt,8274,4
Mt,8275,2
Mt,8276,2
Mt,8277,2
Mt,8278,1
Mt,8279,2
Mt,8280,2
Mt,8281,4
Mt,8282,4
Mt,8283,4
Mt,8285,2
Mt,8286,4
Mt,8287,4
Mt,8288,4
Mt,8289,1
Mt,8290,2
Mt,8291,3
Mt,8293,2
Mt,8294,4
Mt,8295,6
Mt,8296,6
Mt,8297,2
Mt,8298,1
Mt,8300,1
Mt,8301,4
Mt,8302,2
Mt,8305,2
Mt,8309,2
Mt,8310,2
Mt,8311,2
Mt,8312,4
Mt,8313,2
Mt,8315,4
Mt,8316,3
Mt,8317,2
Mt,8319,2
Mt,8320,2
Mt,8323,1
Mt,8324,4
Mt,8325,2
Mt,8326,6
Mt,8327,2
Mt,8328,2
Mt,8329,4
Mt,8331,4
Mt,8332,4
Mt,8335,2
Mt,8336,2
Mt,8337,5
Mt,8338,2
Mt,8339,4
Mt,8340,2
Mt,8341,4
Mt,8342,2
Mt,8343,5
Mt,8344,2
Mt,8345,1
Mt,8346,2
Mt,8347,4
Mt,8348,2
Mt,8349,4
Mt,8350,4
Mt,8351,4
Mt,8352,4
Mt,8354,1
Mt,8356,1
Mt,8358,1
Mt,8360,4
Mt,8362,3
Mt,8363,2
Mt,8364,2
Mt,8366,6
Mt,8367,1
Mt,8368,2
Mt,8369,4
Mt,8370,2
Mt,8372,2
Mt,8373,2
Mt,8374,4
Mt,8375,4
Mt,8376,2
Mt,8378,2
Mt,8381,2
Mt,8382,2
Mt,8383,8
Mt,8384,1
Mt,8385,4
Mt,8386,2
Mt,8387,1
Mt,8388,2
Mt,8389,4
Mt,8390,2
Mt,8391,2
Mt,8392,4
Mt,8393,2
Mt,8395,3
Mt,8398,4
Mt,8399,1
Mt,8401,2
Mt,8402,3
Mt,8404,1
Mt,8405,1
Mt,8406,2
Mt,8407,2
Mt,8410,2
Mt,8411,2
Mt,8412,4
Mt,8414,4
Mt,8416,4
Mt,8417,2
Mt,8418,2
Mt,8419,2
Mt,8420,4
Mt,8421,2
Mt,8422,2
Mt,8423,4
Mt,8425,5
Mt,8426,1
Mt,8427,2
Mt,8428,1
Mt,8429,2
Mt,8430,2
Mt,8431,1
Mt,8433,2
Mt,8434,1
Mt,8435,6
Mt,8436,2
Mt,8437,2
Mt,8438,2
Mt,8439,2
Mt,8440,4
Mt,8441,2
Mt,8442,2
Mt,8444,4
Mt,8445,4
Mt,8449,4
Mt,8451,2
Mt,8453,6
Mt,8454,1
Mt,8455,3
Mt,8457,1
Mt,8458,2
Mt,8459,4
Mt,8460,2
Mt,8461,4
Mt,8462,2
Mt,8463,2
Mt,8465,2
Mt,8466,2
Mt,8467,2
Mt,8468,1
Mt,8469,4
Mt,8470,4
Mt,8471,4
Mt,8472,2
Mt,8473,1
Mt,8474,4
Mt,8476,3
Mt,8477,2
Mt,8480,2
Mt,8481,2
Mt,8482,4
Mt,8483,4
Mt,8484,4
Mt,8485,2
Mt,8487,3
Mt,8488,4
Mt,8490,2
Mt,8491,2
Mt,8493,1
Mt,8494,2
Mt,8498,2
Mt,8499,2
Mt,8500,1
Mt,8501,2
Mt,8502,8
Mt,8503,4
Mt,8504,6
Mt,8505,1
Mt,8506,4
Mt,8507,2
Mt,8508,2
Mt,8509,3
Mt,8510,2
Mt,8511,2
Mt,8512,1
Mt,8513,2
Mt,8514,1
Mt,8515,2
Mt,8517,2
Mt,8518,2
Mt,8519,4
Mt,8521,2
Mt,8522,5
Mt,8523,2
Mt,8524,4
Mt,8525,1
Mt,8526,2
Mt,8527,2
Mt,8528,4
Mt,8530,3
Mt,8531,2
Mt,8532,2
Mt,8535,1
Mt,8536,6
Mt,8537,4
Mt,8539,2
Mt,8541,4
Mt,8542,6
Mt,8545,1
Mt,8547,2
Mt,8548,4
Mt,8549,1
Mt,8550,2
Mt,8551,4
Mt,8552,4
Mt,8556,2
Mt,8557,2
Mt,8558,4
Mt,8559,2
Mt,8560,4
Mt,8561,5
Mt,8562,2
Mt,8563,3
Mt,8564,6
Mt,8567,2
Mt,8568,1
Mt,8569,2
Mt,8570,6
Mt,8572,2
Mt,8573,6
Mt,8576,2
Mt,8577,2
Mt,8578,2
Mt,8579,2
Mt,8580,2
Mt,8582,4
Mt,8583,4
Mt,8585,2
Mt,8586,2
Mt,8587,3
Mt,8588,4
Mt,8590,4
Mt,8591,3
Mt,8592,3
Mt,8593,5
Mt,8594,4
Mt,8595,4
Mt,8596,2
Mt,8598,2
Mt,8600,1
Mt,8602,2
Mt,8603,4
Mt,8604,4
Mt,8605,4
Mt,8607,2
Mt,8608,2
Mt,8609,4
Mt,8611,4
Mt,8613,2
Mt,8614,2
Mt,8615,2
Mt,8618,2
Mt,8620,2
Mt,8622,4
Mt,8624,1
Mt,8625,2
Mt,8626,4
Mt,8627,2
Mt,8630,4
Mt,8632,4
Mt,8633,4
Mt,8634,3
Mt,8636,4
Mt,8637,2
Mt,8640,4
Mt,8641,2
Mt,8642,4
Mt,8643,6
Mt,8644,2
Mt,8645,1
Mt,8647,2
Mt,8648,4
Mt,8650,2
Mt,8651,2
Mt,8653,4
Mt,8656,1
Mt,8657,2
Mt,8659,2
Mt,8660,1
Mt,8663,1
Mt,8664,2
Mt,8665,1
Mt,8666,2
Mt,8667,2
Mt,8669,2
Mt,8673,2
Mt,8675,2
Mt,8676,4
Mt,8678,2
Mt,8679,1
Mt,8680,1
Mt,8681,3
Mt,8682,2
Mt,8683,8
Mt,8685,2
Mt,8687,2
Mt,8689,2
Mt,8690,4
Mt,8691,2
Mt,8692,2
Mt,8694,1
Mt,8695,4
Mt,8696,2
Mt,8697,2
Mt,8698,1
Mt,8700,2
Mt,8702,6
Mt,8704,4
Mt,8705,2
Mt,8706,4
Mt,8708,4
Mt,8710,4
Mt,8711,1
Mt,8712,4
Mt,8715,2
Mt,8718,2
Mt,8719,2
Mt,8721,4
Mt,8722,2
Mt,8723,2
Mt,8724,8
Mt,8725,2
Mt,8726,4
Mt,8728,1
Mt,8729,6
Mt,8730,1
Mt,8731,3
Mt,8733,4
Mt,8734,2
Mt,8735,2
Mt,8736,2
Mt,8737,6
Mt,8738,1
Mt,8739,1
Mt,8740,4
Mt,8743,1
Mt,8744,3
Mt,8745,2
Mt,8747,8
Mt,8748,4
Mt,8749,4
Mt,8750,2
Mt,8753,3
Mt,8754,2
Mt,8755,2
Mt,8757,3
Mt,8758,4
Mt,8759,4
Mt,8761,1
Mt,8763,4
Mt,8765,2
Mt,8767,2
Mt,8768,2
Mt,8771,2
Mt,8772,4
Mt,8775,2
Mt,8776,4
Mt,8777,2
Mt,8778,2
Mt,8780,1
Mt,8781,6
Mt,8782,1
Mt,8783,4
Mt,8784,4
Mt,8785,3
Mt,8787,4
Mt,8788,2
Mt,8789,4
Mt,8790,2
Mt,8791,5
Mt,8792,6
Mt,8794,4
Mt,8796,2
Mt,8797,2
Mt,8799,2
Mt,8801,2
Mt,8804,8
Mt,8806,1
Mt,8807,4
Mt,8808,4
Mt,8810,2
Mt,8812,1
Mt,8814,2
Mt,8815,6
Mt,8816,2
Mt,8817,2
Mt,8818,4
Mt,8819,2
Mt,8820,4
Mt,8821,2
Mt,8822,4
Mt,8823,2
Mt,8824,4
Mt,8825,4
Mt,8826,4
Mt,8828,4
Mt,8829,6
Mt,8830,4
Mt,8831,4
Mt,8833,2
Mt,8835,2
Mt,8836,2
Mt,8837,2
Mt,8839,4
Mt,8840,5
Mt,8842,2
Mt,8843,6
Mt,8844,5
Mt,8845,2
Mt,8846,2
Mt,8848,3
